<b>Discover</b> a minion. Give it +1/+1.	38913	38913-a-light-in-the-darkness	A Light in the Darkness	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e52c45971994b62bd90cf71adb97e583146760a45a2e283ba67a9557746c61a.png
<b>Discover</b> a 6-Cost minion. Summon it with <b>Taunt</b> and <b>Divine Shield</b>.	50019	50019-a-new-challenger	A New Challenger...	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd8521e4b251f81882c031c2f2620c0d9791309b490349269a6c8b783fab9de5.png
Has +2 Attack while damaged.	38531	38531-aberrant-berserker	Aberrant Berserker	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44c6579a1b01e1263c26734b75b87d264145af18899888cc620117282d7b4914.png
<b>Deathrattle:</b> Summon a random friendly Beast that died this game.	43245	43245-abominable-bowman	Abominable Bowman	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fcd482e3e6b9f4c6aedfa3c312fd980277971d5a33032e906cb4d2a5ee9c8af.png
At the end of your turn, eat a random enemy minion and gain its stats.	70244	70244-abominable-lieutenant	Abominable Lieutenant	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1631fc5b720bee04e01249bb4e246d40aa0e7309305192b079e3381166ddeafd.png
<b>Taunt</b>. <b>Deathrattle:</b> Deal 2 damage to ALL characters.	440	440-abomination	Abomination	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93bad2aa55fe75495b5015ef2c1a11e4bd3fc20fa9000140a218eefcc9244d56.png
<b>Taunt</b>. <b>Deathrattle:</b> Deal 2 damage to ALL characters.	69846	69846-abomination	Abomination	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4a58317b6e31563af0b804d56be97a183191a97e45c659ed71a1d40190ef538.png
<b>Battlecry:</b> Give a minion +2 Attack this turn.	242	242-abusive-sergeant	Abusive Sergeant	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8cc6f521dac86c945f12424cf0a4c4b78d73157d4797e3169c3cc8dbe2fbb9d1.png
<b>Battlecry:</b> Give a minion +2 Attack this turn.	69649	69649-abusive-sergeant	Abusive Sergeant	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c6827a9f7505da9879c73fa0b4e102e862a8b64ca92b9a6545b2a76166de2823.png
<b>Battlecry:</b> Give a minion +2 Attack this turn.	69761	69761-abusive-sergeant	Abusive Sergeant	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e1cf5550e461e7b3593afe17c04289f859cdbb19214eb8f01419dbd17bc70ae.png
<b>Battlecry:</b> Deal 3 damage to all other characters.	40541	40541-abyssal-enforcer	Abyssal Enforcer	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb4c1768d88417e2b52b1a437c0cb69f4f9c25ab6ad4f26720812bfdb9c53e2e.png
<b>Battlecry:</b> Summon a Demon with <b>Taunt</b> and stats equal to your hand size.	54894	54894-abyssal-summoner	Abyssal Summoner	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2006e7ca6f471fc9e7bb88c4c3f9fe22ad517a9b242b31419582ab4d26663317.png
Shuffle 10 cards from your opponent's class into your deck. They cost (1).	48040	48040-academic-espionage	Academic Espionage	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89b664b84f5e37175fc02bbfcda4d46caf397dc1672a5c6f03f99caef31558a3.png
Your other characters are <b>Immune</b> while attacking.	60003	60003-ace-hunter-kreen	Ace Hunter Kreen	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69c8d0969e25e0318eff0d9fec92b284e0037a99453d0ad99f2a92c6cd25a5b2.png
<b>Battlecry:</b> Give a friendly minion +1 Attack.	42773	42773-acherus-veteran	Acherus Veteran	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/37ff03644c5c31fea5343fbdfaf45f60ba23bc66e0e2b9d35f885efa34724eb8.png
<b>Battlecry:</b> Destroy your opponent's weapon.	906	906-acidic-swamp-ooze	Acidic Swamp Ooze	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1040f33ba563da93e79a836f5e54ad92d3e2ed6a12d040ae9593828503a40f2.png
<b>Battlecry:</b> Destroy your opponent's weapon.	68441	68441-acidic-swamp-ooze	Acidic Swamp Ooze	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6578ee94094714d07b582306cd3895b1a9df084701212f840e45ecc92a6a6ab.png
<b>Battlecry:</b> Destroy your opponent's weapon.	69548	69548-acidic-swamp-ooze	Acidic Swamp Ooze	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5de6966257bee15ed6d8eeccf07f4fcb51b5c6fb75d7a66b57e604126d46901c.png
Whenever another minion takes damage, destroy it.	2633	2633-acidmaw	Acidmaw	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce66aee683eec55113a47aa7869e67d6c9b6019053edae34edc60615fd185f09.png
<b>Lifesteal</b>	42596	42596-acolyte-of-agony	Acolyte of Agony	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/268151d3e455a81c2d7693f3a2ca46093f6b7b170e82d613a609f751aa7f4023.png
Whenever this minion takes damage, draw a card.	1659	1659-acolyte-of-pain	Acolyte of Pain	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebc18100fa84ca9670e9fd13f07cfe59ab9441d0b77bc285676aa8714b98aa4a.png
Whenever this minion takes damage, draw a card.	69809	69809-acolyte-of-pain	Acolyte of Pain	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/769491ab171be2f3bedd2acd6d0d47cd6e8fb66ea07078bde50369ae1c37bb79.png
<b>Deathrattle:</b> Add two 1/1 Squirrels to your hand.	51790	51790-acornbearer	Acornbearer	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3dc6b8e72f790912123ae5133d3a17bbfaf9f1c17b8655718cc4d0a5053116fb.png
Draw 2 cards. If you play both this turn, draw 2 more.	61273	61273-acrobatics	Acrobatics	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/80c95f2a729f70c2706a86fe1ccdc0f830eb86aab7d76798f0a6b14b8ab963fd.png
<b>Quest:</b> Restore 15 Health. <b>Reward:</b> Obelisk's Eye.	54749	54749-activate-the-obelisk	Activate the Obelisk	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/257f8661b98453d666668bde8d3a4a0aa6227fc450ba673c3523849f84ca9c1f.png
<b>Adapt</b> a friendly minion.	41944	41944-adaptation	Adaptation	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3a42c1e397a73d0a7d13ab02e376f7b17c5c3798924d611c601f677811fe3ef.png
After you summon a minion, give it +1/+1.	38916	38916-addled-grizzly	Addled Grizzly	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c15181fb7db37b4b4638e7bc639b6f0d272996adf44fd46a589b272113aa5585.png
Give a minion +1/+1. Summon a 1/1 Cub. Add a Cub to your hand.	59705	59705-adorable-infestation	Adorable Infestation	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f724206bcbe37695417d0a0282c05d9c6f4825afafc1a67e56428d34a19b5522.png
<b>Spell Damage +2</b> <b>Deathrattle:</b> The next minion you draw inherits these powers.	62347	62347-aegwynn-the-guardian	Aegwynn, the Guardian	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f161b55a8866ce595a34b65351065f1fd65f4d612da13b21ad4bb15db0513615.png
<b>Battlecry:</b> Deal damage to a minion equal to its Attack.	56089	56089-aeon-reaver	Aeon Reaver	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96745b4d55241c3051482fc0448484abf70f926c8c6f87bb369b7ba0c5b270e5.png
Draw 2 cards. Costs (2) less for each Treant you control.	55036	55036-aeroponics	Aeroponics	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a3f20da8b7e64bf19f6a59a5ae957577cda65d5865f63a8ffdb14d50fcb1686.png
Destroy ALL odd-Attack minions.	63347	63347-against-all-odds	Against All Odds	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6c9ffb527bf269e30d5c5e7cf86c9cea6e36f297a3ba27bb073b3b48f543b25.png
Deal 3 damage. Your next Hero Power deals 2 more damage.	64631	64631-aimed-shot	Aimed Shot	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cab09686ff33ad442f7b8a1e187e2e798868f4a7663fdc721a2cfc2c62a602ba.png
Can't be targeted by spells or Hero Powers.	41152	41152-air-elemental	Air Elemental	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb09a65514b05a495b119c87287580da7fe6b4f9b457e7d20a9f3b208c468ceb.png
<b>Twinspell</b> Summon two 1/1 Silver Hand Recruits with <b>Taunt</b>.	56086	56086-air-raid	Air Raid	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44f21c50d7d4f83a7e80d1181c63bfcbc6444016b6a13176f8e09c66482f7f7e.png
<b>Rush</b> <b>Overkill:</b> Draw a <b>Rush</b> minion from your deck. Give it +5/+5.	50074	50074-akali-the-rhino	Akali, the Rhino	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f2d514bec2e2dc2488a9a05a9f82de01172f96a16d0e7bb85b6091dcd972fc9.png
<b>Stealth</b> <b>Deathrattle:</b> Shuffle 'Akama Prime' into your deck.	56530	56530-akama	Akama	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e768afcb6eddf2c4ae09a336fcdc9973d92033566b10067f9eacb0b9738e8c8.png
<b>Charge, Divine Shield, Taunt, Windfury</b>	32	32-alakir-the-windlord	Al'Akir the Windlord	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/583cc7d410d87bfcd1b22f5623e348b9cc9a58cdca85524be2d7c9327c583a20.png
<b>Charge, Divine Shield, Taunt, Windfury</b>	69632	69632-alakir-the-windlord	Al'Akir the Windlord	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9caf5a41edcb32af59b47baec7ee8caa33f0f9deefafffed9193f0e66be456a.png
<b>Charge, Divine Shield, Taunt, Windfury</b>	70078	70078-alakir-the-windlord	Al'Akir the Windlord	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/813f4096a4415932d746f4367726e28dffb25ff251c6481978d60a8cc995d228.png
<b>Deathrattle</b>: Summon a 0/3 Ashes of Al'ar that resurrects this minion on your next turn.	57195	57195-alar	Al'ar	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c771dffe1ba50a6a3b4fb0124df4910d24e645bac473e216e87a6a1a8d5fe00.png
At the start of your turn, swap this minion with a random one in your hand.	1658	1658-alarm-o-bot	Alarm-o-Bot	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/55fcc7ca9aa967cf4d1082a2a940e720c7997637a4aa7f2e50a1ed03ce3b4394.png
At the start of your turn, swap this minion with a random one in your hand.	69808	69808-alarm-o-bot	Alarm-o-Bot	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd164e797986d1bf307b54dba6fcdf75b0cbabb64bd40e80655a98010f5ea194.png
<b>Battlecry:</b> Reduce the Cost of your Librams by (1) this game.	56445	56445-aldor-attendant	Aldor Attendant	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41a27d9b03af154ce39f47c53d9022359666ba278dfce64802008756d883ba1a.png
<b>Battlecry:</b> Change an enemy minion's Attack to 1.	1167	1167-aldor-peacekeeper	Aldor Peacekeeper	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ea2260c9a39b2c01ae702d222b9b65761d09e554f64aa21d32292c3aaa2eb8e.png
<b>Battlecry:</b> Change an enemy minion's Attack to 1.	69612	69612-aldor-peacekeeper	Aldor Peacekeeper	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ea31fd9ddb9dae7243423e38b4bb48db9d65bf6adaeb4598fd6b47005a361f4.png
<b>Battlecry:</b> Change an enemy minion's Attack to 1.	69941	69941-aldor-peacekeeper	Aldor Peacekeeper	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14086171ed6c20beb2cc3185319f8e37368e15d25c28e1b6b4c48c9705edfe77.png
<b>Taunt</b>. <b>Battlecry:</b> Reduce the Cost of your Librams by (2) this game.	56556	56556-aldor-truthseeker	Aldor Truthseeker	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18dcfec72ef2dec44217aea899c22c2f77f8e86ae64d38b53caaffd668888adb.png
<b>Lifesteal</b>	56583	56583-aldrachi-warblades	Aldrachi Warblades	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d598a086f0ddbd01e1cb525dc8c86a0edc95c438d4685782596fdf00bed6539.png
<b>Lifesteal</b>	69507	69507-aldrachi-warblades	Aldrachi Warblades	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d70991e8ccd946161592ccbe33949bde108cf1073e70ae1746d579820303c76e.png
<b>Battlecry:</b> Set a hero's remaining Health to 15.	581	581-alexstrasza	Alexstrasza	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2cc82bd2bcb3f706e299f31d5309f71d6b01e9d0b69b1f377307ed166ed8176.png
<b>Battlecry:</b> Set a hero's remaining Health to 15.	69977	69977-alexstrasza	Alexstrasza	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c637af5bab4173b78a9ebc7083e2cc5c05ed0a3053c9187c1ddc04b6bfd1f6e.png
<b>Battlecry</b>: Choose a character. If it's friendly, restore 8 Health. If it's an enemy, deal 8 damage.	66864	66864-alexstrasza-the-life-binder	Alexstrasza the Life-Binder	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62d82213189913c7353c916a8487c3fb72059317d4f5524cdcc90546272cbe62.png
<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.	2758	2758-alexstraszas-champion	Alexstrasza's Champion	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f85c5ca792d6d33ef31d3be6a35cef2dd433b542caac5b8236e6624a81439015.png
